,id,imdb_id,release_year,popularity,budget,revenue,runtime,vote_average,variable,value,profit
77195,300441,tt3801438,2014,0.110972,14678640,10824,90,5.3,Family,1,-14667816
77200,409696,tt3718778,2014,0.10762100000000001,14678640,10824,110,7.8,Family,1,-14667816
77217,289239,tt3138192,2014,0.094574,14678640,10824,91,5.2,Family,1,-14667816
77288,298533,tt3788052,2014,0.018014,8500000,10824,90,5.4,Family,1,-8489176
77314,11319,tt0076618,1977,1.719385,1200000,71215869,78,6.6,Family,1,70015869
77316,11114,tt0076538,1977,1.104997,10000000,10824,128,6.4,Family,1,-9989176
77319,250480,tt0076363,1977,0.912502,14678640,10824,74,7.1,Family,1,-14667816
77320,14140,tt0076137,1977,0.9056569999999999,14678640,10824,105,6.4,Family,1,-14667816
77321,11940,tt0076716,1977,0.75125,3500000,16000000,113,5.9,Family,1,12500000
77340,1362,tt0077687,1977,0.31235799999999997,3000000,10824,77,5.8,Family,1,-2989176
77343,14612,tt0075807,1977,0.267177,14678640,10824,101,7.1,Family,1,-14667816
77368,20785,tt0075988,1977,0.002457,14678640,10824,48,7.5,Family,1,-14667816
77372,767,tt0417741,2009,5.076472,250000000,933959197,153,7.3,Family,1,683959197
77373,14160,tt1049413,2009,4.9089019999999906,175000000,731342744,96,7.6,Family,1,556342744
77379,8355,tt1080016,2009,3.1549139999999998,90000000,886686817,94,6.4,Family,1,796686817
77385,10198,tt0780521,2009,2.463982,105000000,267045765,97,6.5,Family,1,162045765
77394,22794,tt0844471,2009,1.849649,100000000,242988466,90,6.4,Family,1,142988466
77395,10315,tt0432283,2009,1.826169,40000000,46471023,87,7.5,Family,1,6471023
77396,14836,tt0327597,2009,1.75384,60000000,124596398,100,7.1,Family,1,64596398
77397,18360,tt1078912,2009,1.752134,150000000,413106170,105,5.9,Family,1,263106170
77402,14560,tt1114740,2009,1.6417389999999898,26000000,183293131,91,5.4,Family,1,157293131
77403,28178,tt1028532,2009,1.575231,16000000,47801389,93,7.7,Family,1,31801389
77408,25475,tt1216516,2009,1.416811,14678640,10824,81,6.5,Family,1,-14667816
77413,19585,tt0436339,2009,1.324927,150000000,292817841,88,5.1,Family,1,142817841
77425,15512,tt0892782,2009,1.19445499999999,175000000,381509870,94,6.0,Family,1,206509870
77430,25472,tt1526300,2009,1.124263,14678640,10824,30,6.3,Family,1,-14667816
77435,23398,tt1231580,2009,1.080415,75000000,443140005,88,5.3,Family,1,368140005
77444,13836,tt1075417,2009,1.0147059999999999,50000000,106303988,98,5.4,Family,1,56303988
77474,23367,tt0976222,2009,0.790326,20000000,5210988,111,5.5,Family,1,-14789012
77475,16523,tt0386117,2009,0.7863899999999989,100000000,100086793,101,6.3,Family,1,86793
77483,16866,tt0762125,2009,0.748763,70000000,104945765,91,5.7,Family,1,34945765
77492,36970,tt0765128,2009,0.6964130000000001,14678640,19406406,84,7.4,Family,1,4727766
77494,26505,tt0940657,2009,0.691392,87000000,10824,93,5.3,Family,1,-86989176
77497,22949,tt0976238,2009,0.6642,35000000,92219310,88,5.2,Family,1,57219310
77516,16577,tt0375568,2009,0.595489,65000000,44091067,94,6.0,Family,1,-20908933
77532,18126,tt1114677,2009,0.549975,35000000,155545279,102,5.8,Family,1,120545279
77536,20856,tt0775552,2009,0.53923,45000000,57881056,86,5.1,Family,1,12881056
77557,14749,tt1164647,2009,0.49272200000000005,14678640,10824,84,3.2,Family,1,-14667816
77588,34003,tt1543920,2009,0.430112,14678640,10824,78,5.7,Family,1,-14667816
77595,15189,tt0785006,2009,0.424415,35000000,73034460,100,5.6,Family,1,38034460
77598,16418,tt1398940,2009,0.41738400000000003,14678640,10824,75,5.6,Family,1,-14667816
77606,60821,tt1312251,2009,0.40967299999999995,14678640,10824,85,5.2,Family,1,-14667816
77616,22084,tt1090750,2009,0.400567,14678640,10824,84,4.2,Family,1,-14667816
77625,23566,tt1484922,2009,0.391867,14678640,10824,81,6.1,Family,1,-14667816
77628,53985,tt1482967,2009,0.388271,14678640,10824,27,6.1,Family,1,-14667816
77632,16652,tt1235837,2009,0.382268,14678640,10824,75,4.0,Family,1,-14667816
77638,28118,tt1461418,2009,0.376307,14678640,10824,27,6.6,Family,1,-14667816
77639,26963,tt0485601,2009,0.374157,14678640,10824,75,7.1,Family,1,-14667816
77643,24480,tt1425244,2009,0.369792,14678640,10824,5,7.9,Family,1,-14667816
77651,49522,tt1242447,2009,0.360715,14678640,10824,105,6.3,Family,1,-14667816
77653,24589,tt1537759,2009,0.358304,14678640,10824,5,6.9,Family,1,-14667816
77658,25132,tt1100119,2009,0.34770700000000004,40000000,28972508,89,4.8,Family,1,-11027492
77667,19724,tt0780567,2009,0.336167,55000000,10824,107,5.7,Family,1,-54989176
77673,26809,tt1474311,2009,0.330513,14678640,10824,22,6.5,Family,1,-14667816
77688,16985,tt1015999,2009,0.311776,14678640,10824,86,4.5,Family,1,-14667816
77703,19458,tt1196339,2009,0.29434299999999997,14678640,10824,89,6.1,Family,1,-14667816
77747,72962,tt1552624,2009,0.781772,14678640,10824,4,5.7,Family,1,-14667816
77753,22259,tt1473345,2009,0.230359,14678640,10824,80,4.9,Family,1,-14667816
77756,28479,tt1156519,2009,0.225875,14678640,10824,97,5.7,Family,1,-14667816
77767,32338,tt1094668,2009,0.212004,14678640,10824,81,4.7,Family,1,-14667816
77769,51249,tt1300155,2009,0.223951,14678640,10824,99,6.1,Family,1,-14667816
77778,43937,tt0981042,2009,0.182881,2500000,352810,100,7.0,Family,1,-2147190
77790,26736,tt1369845,2009,0.179972,14678640,10824,94,5.8,Family,1,-14667816
77801,15338,tt0844029,2009,0.158652,7500000,10824,93,3.4,Family,1,-7489176
77802,46127,tt1411249,2009,0.158638,14678640,10824,95,6.0,Family,1,-14667816
77811,19508,tt1389762,2009,0.14538800000000002,14678640,10824,78,6.9,Family,1,-14667816
77814,282963,tt1337072,2009,0.143953,14678640,10824,59,7.3,Family,1,-14667816
77843,52699,tt1222818,2009,0.109128,14678640,10824,90,5.1,Family,1,-14667816
77853,26379,tt1532957,2009,0.091395,3250000,10824,133,6.1,Family,1,-3239176
77876,281979,tt1413314,2009,0.056777,14678640,10824,62,8.0,Family,1,-14667816
77881,47813,tt1159961,2009,0.026174,14678640,80,86,6.9,Family,1,-14678560
77898,29379,tt1425938,2009,0.005289,14678640,10824,98,5.5,Family,1,-14667816
77902,12155,tt1014759,2010,5.57295,200000000,1025467110,108,6.3,Family,1,825467110
77904,12444,tt0926084,2010,4.8405879999999994,250000000,954305868,146,7.4,Family,1,704305868
77905,20352,tt1323594,2010,3.7918809999999996,69000000,543513985,95,7.1,Family,1,474513985
77907,10191,tt0892769,2010,3.560424,165000000,494878759,98,7.4,Family,1,329878759
77910,38757,tt0398286,2010,2.865684,260000000,591794936,100,7.3,Family,1,331794936
77911,10193,tt0435761,2010,2.711136,200000000,1063171911,103,7.5,Family,1,863171911
77915,10140,tt0980970,2010,2.245241,155000000,415686217,113,6.0,Family,1,260686217
77928,32657,tt0814255,2010,1.878018,95000000,226497209,118,6.0,Family,1,131497209
77930,10192,tt0892791,2010,1.820934,165000000,752600867,93,6.0,Family,1,587600867
77941,38055,tt1001526,2010,1.540322,130000000,321885765,95,6.6,Family,1,191885765
77942,10196,tt0938283,2010,1.538276,150000000,318502923,103,4.7,Family,1,168502923
77966,44683,tt1216515,2010,1.137934,14678640,10824,76,6.3,Family,1,-14667816
77968,38575,tt1155076,2010,1.125831,40000000,357852395,140,6.1,Family,1,317852395
77981,42949,tt0940656,2010,1.010874,65000000,10824,101,5.3,Family,1,-64989176
77996,41216,tt1219342,2010,0.914278,80000000,140073390,97,6.5,Family,1,60073390
78007,50393,tt1702433,2010,0.84783,14678640,10824,21,6.7,Family,1,-14667816
78015,54553,tt1830633,2010,0.79882,14678640,10824,5,7.1,Family,1,-14667816
78019,33217,tt1196141,2010,0.789582,15000000,75700498,94,5.8,Family,1,60700498
78024,49852,tt1041804,2010,0.764791,90000000,16178959,110,5.8,Family,1,-73821041
78026,23023,tt0808510,2010,0.756229,48000000,112462508,101,5.2,Family,1,64462508
78040,49953,tt1230204,2010,0.6691060000000001,14678640,10824,88,5.8,Family,1,-14667816
78046,39691,tt1287468,2010,0.655878,85000000,112483764,82,5.0,Family,1,27483764
78049,38843,tt0493949,2010,0.648081,14678640,10824,103,6.2,Family,1,-14667816
78054,54551,tt1814643,2010,0.635089999999999,14678640,10824,4,7.2,Family,1,-14667816
78055,50479,tt1614950,2010,0.631664999999999,14678640,10824,60,5.7,Family,1,-14667816
78060,23172,tt1273678,2010,0.618078,28000000,45236543,94,5.4,Family,1,17236543
78078,38579,tt1392197,2010,0.552064999999999,50000000,83761844,87,4.9,Family,1,33761844
78079,59490,tt1664894,2010,0.550709,14678640,6467348,90,7.1,Family,1,-8211292
78088,36550,tt1079968,2010,0.534144,14678640,10824,94,6.3,Family,1,-14667816
78093,35690,tt1294226,2010,0.518174,14678640,10824,107,6.8,Family,1,-14667816
78096,44874,tt1725929,2010,0.514385,14678640,10824,79,6.5,Family,1,-14667816
78105,12819,tt1213012,2010,0.495162,20000000,39300000,88,5.5,Family,1,19300000
78109,51170,tt1646926,2010,0.48424300000000003,14678640,10824,75,5.3,Family,1,-14667816
78111,40205,tt1646876,2010,0.47421,14678640,10824,90,5.4,Family,1,-14667816
78114,41515,tt1302067,2010,0.470249,80000000,201584141,80,5.1,Family,1,121584141
78125,45013,tt1283887,2010,0.44282299999999997,5800000,10824,112,5.5,Family,1,-5789176
78159,40619,tt1620446,2010,0.356462,14678640,10824,6,7.6,Family,1,-14667816
78172,34751,tt1394329,2010,0.331978,14678640,10824,75,5.1,Family,1,-14667816
78185,54559,tt1830748,2010,0.308417,14678640,10824,4,7.0,Family,1,-14667816
78198,49350,tt1545097,2010,0.286433,14678640,10824,90,4.1,Family,1,-14667816
78202,63561,tt2009776,2010,0.279938,14678640,10824,184,6.4,Family,1,-14667816
78210,56601,tt0473102,2010,0.271381,12500000,3878993,118,5.7,Family,1,-8621007
78229,32916,tt1599351,2010,0.24494699999999997,14678640,10824,75,6.4,Family,1,-14667816
78230,45662,tt1537481,2010,0.2448,14678640,10824,76,5.0,Family,1,-14667816
78253,59435,tt1212454,2010,0.218279,14678640,1279,96,4.9,Family,1,-14677361
78272,45752,tt1731767,2010,0.200531,14678640,10824,72,6.9,Family,1,-14667816
78298,34134,tt1610301,2010,0.170408,14678640,10824,75,6.3,Family,1,-14667816
78306,88212,tt1754374,2010,0.1553,14678640,10824,7,6.7,Family,1,-14667816
78319,48186,tt1451423,2010,0.25260900000000003,14678640,10824,97,5.7,Family,1,-14667816
78322,52850,tt1658851,2010,0.132502,14678640,10824,90,6.1,Family,1,-14667816
78333,35691,tt1462054,2010,0.10772899999999999,14678640,10824,110,6.7,Family,1,-14667816
78352,63348,tt1663680,2010,0.0781299999999999,14678640,10824,85,4.9,Family,1,-14667816
78360,52060,tt1699746,2010,0.065833,14678640,10824,85,5.1,Family,1,-14667816
78364,45839,tt1595842,2010,0.064038,14678640,10824,89,3.9,Family,1,-14667816
78368,42950,tt1468387,2010,0.057892,14678640,10824,111,6.5,Family,1,-14667816
78398,37135,tt0120855,1999,1.9458939999999998,14678640,10824,88,6.9,Family,1,-14667816
78401,863,tt0120363,1999,1.810197,90000000,485015179,92,7.2,Family,1,395015179
78407,926,tt0177789,1999,1.3486280000000002,45000000,90683916,102,6.6,Family,1,45683916
78417,10386,tt0129167,1999,1.1509340000000001,70000000,23159305,86,7.5,Family,1,-46840695
78437,15400,tt0238414,1999,0.779596,14678640,10824,66,6.6,Family,1,-14667816
78447,332,tt0141369,1999,0.684185,75000000,10824,78,4.3,Family,1,-74989176
78456,49948,tt0120910,1999,0.617279,80000000,90874570,74,6.9,Family,1,10874570
78460,13466,tt0132477,1999,0.596781999999999,14678640,10824,108,7.2,Family,1,-14667816
78464,26177,tt0207972,1999,0.54872,14678640,10824,90,5.5,Family,1,-14667816
78495,9849,tt0120764,1999,0.88284,65000000,36850101,94,5.2,Family,1,-28149899
78500,14429,tt0164114,1999,0.25754699999999997,8000000,17843379,91,5.9,Family,1,9843379
78503,10208,tt0158811,1999,1.104937,24000000,16290976,87,5.7,Family,1,-7709024
78526,13824,tt0167427,1999,0.296655,14678640,10824,81,4.8,Family,1,-14667816
78535,19594,tt0197273,1999,0.26905999999999997,14678640,10824,67,5.8,Family,1,-14667816
78541,30923,tt0164993,1999,0.253305,21000000,10824,150,6.3,Family,1,-20989176
78552,70772,tt0208101,1999,0.22721999999999998,14678640,10824,100,5.9,Family,1,-14667816
78553,35215,tt0192618,1999,0.2264,14678640,10824,82,4.7,Family,1,-14667816
78557,815,tt0204824,1999,0.20768000000000003,23000000,10824,91,5.6,Family,1,-22989176
78560,53875,tt0200755,1999,0.202456,14678640,10824,180,5.2,Family,1,-14667816
78570,47288,tt0160429,1999,0.173433,25000000,12000000,87,4.7,Family,1,-13000000
78576,54004,tt0202521,1999,0.162638,14678640,10824,87,6.1,Family,1,-14667816
78582,17078,tt0191043,1999,0.134902,14678640,10824,90,6.8,Family,1,-14667816
78585,17709,tt0160236,1999,0.129744,70000000,10824,77,3.5,Family,1,-69989176
78586,16508,tt0187819,1999,0.127664,14678640,10824,77,5.4,Family,1,-14667816
78590,22345,tt0118665,1999,0.116694,12000000,36450736,97,3.8,Family,1,24450736
78594,64202,tt0231237,1999,0.096582,14678640,10824,132,6.4,Family,1,-14667816
78595,83965,tt0200208,1999,0.083178,14678640,10824,95,5.5,Family,1,-14667816
78599,24020,tt0206064,1999,0.10041,14678640,10824,88,4.9,Family,1,-14667816
78600,36251,tt0217074,1999,0.19893,14678640,10824,85,4.2,Family,1,-14667816
78613,671,tt0241527,2001,8.021423,125000000,976475550,152,7.2,Family,1,851475550
78616,585,tt0198781,2001,3.204295,115000000,562816256,92,7.3,Family,1,447816256
78618,808,tt0126029,2001,2.9185659999999998,60000000,484409218,90,7.1,Family,1,424409218
78623,10865,tt0230011,2001,2.2172389999999997,120000000,186053725,95,6.5,Family,1,66053725
78627,9880,tt0247638,2001,2.061559,37000000,165335153,115,6.3,Family,1,128335153
78645,10992,tt0239395,2001,1.134012,60000000,93375151,87,5.0,Family,1,33375151
78647,13931,tt0323250,2001,1.125434,14678640,10824,4,6.8,Family,1,-14667816
78652,15167,tt0288441,2001,1.046249,14678640,10824,76,6.5,Family,1,-14667816
78658,10808,tt0240462,2001,0.913069,70000000,176104344,87,4.9,Family,1,106104344
78679,22643,tt0329374,2001,0.682227,14678640,10824,70,6.4,Family,1,-14667816
78687,21448,tt0300195,2001,0.624372,14678640,10824,65,6.4,Family,1,-14667816
78706,25587,tt0301526,2001,0.51549,14678640,10824,75,6.1,Family,1,-14667816
78726,12610,tt0181739,2001,0.439101,75000000,13596911,95,5.6,Family,1,-61403089
78734,9816,tt0206275,2001,0.405522,13000000,91038276,112,6.4,Family,1,78038276
78739,10054,tt0227538,2001,0.386262,35000000,147934180,88,5.5,Family,1,112934180
78755,5764,tt0272790,2001,0.318067,14678640,10824,88,5.7,Family,1,-14667816
78761,19405,tt0265632,2001,0.501163,10000000,44460850,83,6.5,Family,1,34460850
78765,20755,tt0161220,2001,0.29335700000000003,14678640,10824,83,4.7,Family,1,-14667816
78771,24478,tt0294345,2001,0.457617,14678640,10824,93,4.4,Family,1,-14667816
78780,34549,tt0273799,2001,0.269944,12000000,17292381,86,5.3,Family,1,5292381
78782,39180,tt0250720,2001,0.258176,14678640,10824,94,4.8,Family,1,-14667816
78792,32593,tt0255605,2001,0.224439,14678640,10824,93,5.6,Family,1,-14667816
78798,15601,tt0290057,2001,0.210756,14678640,10824,75,6.7,Family,1,-14667816
78810,29742,tt0271271,2001,0.017536000000000003,14678640,10824,100,4.7,Family,1,-14667816
78813,71885,tt0273842,2001,0.191718,14678640,10824,110,4.2,Family,1,-14667816
78826,36269,tt0272360,2001,0.150233999999999,14678640,10824,93,5.7,Family,1,-14667816
78827,43575,tt0293913,2001,0.14941400000000002,14678640,10824,74,6.0,Family,1,-14667816
78839,34205,tt0274761,2001,0.114896,14678640,10824,81,6.0,Family,1,-14667816
78841,35703,tt0297169,2001,0.200262,14678640,10824,87,5.6,Family,1,-14667816
78848,46004,tt0274636,2001,0.0619169999999999,14678640,10824,86,5.3,Family,1,-14667816
78852,50573,tt0296845,2001,0.007336,14678640,10824,96,6.4,Family,1,-14667816
78855,10681,tt0910970,2008,5.678119000000001,180000000,521311860,98,7.6,Family,1,341311860
78861,9502,tt0441773,2008,3.036644,130000000,631744560,90,6.8,Family,1,501744560
78868,10527,tt0479952,2008,2.217084,150000000,603900354,89,6.1,Family,1,453900354
78871,88751,tt0373051,2008,1.996757,45000000,101702060,93,5.7,Family,1,56702060
78873,13179,tt0823671,2008,1.975355,48000000,10824,78,6.7,Family,1,-47989176
78881,2454,tt0499448,2008,1.6283450000000002,225000000,419651413,150,6.1,Family,1,194651413
78892,13053,tt0397892,2008,1.480497,150000000,309979994,96,6.3,Family,1,159979994
78896,14306,tt0822832,2008,1.462242,60000000,244082376,115,6.8,Family,1,184082376
78900,2309,tt0494238,2008,1.380024,60000000,57490374,106,5.8,Family,1,-2509626
78909,10202,tt0960731,2008,1.22837,80000000,212874442,99,5.8,Family,1,132874442
78919,11887,tt0962726,2008,1.0918780000000001,14678640,10824,116,6.1,Family,1,-14667816
78925,8204,tt0416236,2008,1.019335,90000000,162839667,95,6.2,Family,1,72839667
78928,13971,tt1024255,2008,0.988883,14678640,10824,98,6.3,Family,1,-14667816
78930,14059,tt1079448,2008,0.95811,14678640,10824,87,4.6,Family,1,-14667816
78931,15854,tt1287845,2008,0.9577040000000001,14678640,10824,25,6.4,Family,1,-14667816
78938,13042,tt1245104,2008,0.905428,14678640,10824,5,8.0,Family,1,-14667816
78942,7459,tt0811080,2008,0.879116,120000000,93945766,135,5.6,Family,1,-26054234
78944,12222,tt0451079,2008,0.8651049999999989,85000000,297138014,88,6.2,Family,1,212138014
78949,13413,tt1334585,2008,0.822831,14678640,10824,8,7.9,Family,1,-14667816
78957,32790,tt1105729,2008,0.7708109999999989,14678640,10824,89,5.5,Family,1,-14667816
78966,14447,tt1118511,2008,0.730324,14678640,10824,30,7.0,Family,1,-14667816
78967,13600,tt0970411,2008,0.721663,55000000,17869048,90,6.1,Family,1,-37130952
78995,27996,tt1024724,2008,0.624139999999999,14678640,10824,85,4.9,Family,1,-14667816
78998,18198,tt1201561,2008,0.611016,14678640,10824,75,5.4,Family,1,-14667816
78999,10199,tt0420238,2008,0.6067,60000000,50877145,100,5.7,Family,1,-9122855
79001,25741,tt0885415,2008,0.59883,6100000,10824,80,4.9,Family,1,-6089176
79006,14405,tt1014775,2008,0.589940999999999,20000000,149281606,91,5.1,Family,1,129281606
79014,13655,tt1055366,2008,0.560837,14678640,10824,94,5.8,Family,1,-14667816
79034,13493,tt0997047,2008,0.5005109999999989,14678640,68397662,83,5.1,Family,1,53719022
79036,11260,tt0765476,2008,0.498026,60000000,50650079,90,5.1,Family,1,-9349921
79044,12689,tt0963743,2008,0.472691,1,10824,100,6.5,Family,1,10823
79049,13004,tt1294138,2008,0.466771,14678640,10824,78,6.6,Family,1,-14667816
79051,13690,tt1107365,2008,0.45988500000000004,14678640,10824,76,5.6,Family,1,-14667816
79056,10188,tt1018785,2008,0.451304,27000000,44352417,117,6.0,Family,1,17352417
79062,15671,tt1076252,2008,0.43180100000000005,14678640,10824,92,5.0,Family,1,-14667816
79068,11802,tt0482603,2008,0.421518,37000000,63800345,81,5.1,Family,1,26800345
79082,13459,tt1314715,2008,0.397358,14678640,4496912,76,7.0,Family,1,-10181728
79085,14613,tt1259998,2008,0.39511799999999997,14678640,3800000,78,6.3,Family,1,-10878640
79088,16000,tt1037011,2008,0.390228,14678640,10824,67,3.1,Family,1,-14667816
79172,10488,tt0410377,2008,0.768409,37000000,100076342,96,5.5,Family,1,63076342
79177,14248,tt0465502,2008,0.259988,25000000,30000000,87,5.4,Family,1,5000000
79180,19422,tt1117666,2008,0.258571,14678640,10824,184,6.1,Family,1,-14667816
79210,16346,tt1145144,2008,0.219441,14678640,10824,95,6.5,Family,1,-14667816
79211,8359,tt0846308,2008,0.219277,14678640,10824,101,6.4,Family,1,-14667816
79212,22371,tt1072755,2008,0.154973,14678640,10824,98,4.9,Family,1,-14667816
79223,15511,tt0475998,2008,0.376053,14678640,10824,85,5.8,Family,1,-14667816
79239,14859,tt0435679,2008,0.161881,14678640,10824,93,7.1,Family,1,-14667816
79269,317190,tt1321969,2008,0.132306,14678640,10824,60,6.8,Family,1,-14667816
79288,34482,tt1059905,2008,0.10378,14678640,10824,87,5.7,Family,1,-14667816
79308,20414,tt1077026,2008,0.082898,14678640,10824,0,5.3,Family,1,-14667816
79313,41362,tt1052352,2008,0.076837,14678640,10824,89,5.0,Family,1,-14667816
79316,62459,tt1286124,2008,0.077034,14678640,10824,99,5.7,Family,1,-14667816
79338,27621,tt1013542,2008,0.020272,14678640,10824,90,4.7,Family,1,-14667816
79341,13676,tt0969647,2008,0.030366000000000004,14678640,10824,77,6.7,Family,1,-14667816
79345,33295,tt1286821,2008,0.005391,14678640,887029,105,6.4,Family,1,-13791611
